metric,value,timestamp
PSNR,30.261937949424084,2025-10-26T17:57:14Z
PSNR_cropped,30.06573458036787,2025-10-26T17:57:14Z
PSNR,30.261937983564952,2025-10-26T17:57:53Z
PSNR_cropped,30.06573439131925,2025-10-26T17:57:53Z
