metric,value,timestamp
PSNR,31.8678981229368,2025-10-26T17:41:32Z
PSNR_cropped,31.622969645595788,2025-10-26T17:41:32Z
PSNR,31.86791827162857,2025-10-26T17:42:33Z
PSNR_cropped,31.622991193711883,2025-10-26T17:42:33Z
