metric,value,timestamp
PSNR,29.183226713789928,2025-10-26T17:45:32Z
PSNR_cropped,29.065855733559584,2025-10-26T17:45:32Z
PSNR,28.963699406655216,2025-10-26T17:47:33Z
PSNR_cropped,28.79803949823274,2025-10-26T17:47:33Z
